entry_time,exit_time,signal_type,direction,entry_price,exit_price,size,pnl,pnl_pct,exit_reason,mae,mfe,holding_time,equity
2023-01-03 09:50:00,2023-01-03 10:55:00,ORB_LONG,LONG,15854.0745,15787.985785714285,19,-1588.3592857143135,-1.5883592857143136,STOP_LOSS,63.3645000000015,19.605499999999665,65.0,98411.64071428569
2023-01-04 10:35:00,2023-01-04 11:05:00,ORB_LONG,LONG,15964.056857142858,15903.3195,22,-1803.5552857143014,-1.8035552857143013,STOP_LOSS,59.606857142856825,0.9431428571424476,30.0,96608.08542857139
2023-01-05 10:25:00,2023-01-05 10:45:00,ORB_SHORT,SHORT,15720.8715,15607.616142857143,3,191.2934999999974,0.19129349999999742,TP1,0.0,165.0814999999984,20.0,96799.37892857139
2023-01-05 10:25:00,2023-01-05 11:30:00,ORB_SHORT,SHORT,15720.8715,15497.408142857143,4,708.1711428571411,0.7081711428571411,TP2,0.0,294.7415000000001,65.0,97507.55007142853
2023-01-05 11:30:00,2023-01-05 11:40:00,ORB_SHORT,SHORT,15490.739714285715,15409.33642857143,4,156.10685714285336,0.15610685714285336,TP1,0.0,106.36971428571451,10.0,97663.65692857138
2023-01-05 11:30:00,2023-01-05 12:25:00,ORB_SHORT,SHORT,15490.739714285715,15326.315071428571,5,635.1082142857211,0.6351082142857212,TP2,0.0,186.62971428571473,55.0,98298.7651428571
2023-01-09 09:55:00,2023-01-09 11:10:00,ORB_SHORT,SHORT,14444.380285714287,14378.521928571432,6,264.5532857142749,0.2645532857142749,TP1,41.459714285712835,83.42028571428818,75.0,98563.31842857137
2023-01-09 09:55:00,2023-01-09 11:20:00,ORB_SHORT,SHORT,14444.380285714287,14320.168714285715,7,701.2390000000036,0.7012390000000036,TP2,41.459714285712835,144.84028571428644,85.0,99264.55742857137
2023-01-09 11:20:00,2023-01-09 11:35:00,ORB_SHORT,SHORT,14329.762714285715,14295.668571428572,11,102.54671428570794,0.10254671428570794,TP1,9.81728571428539,74.3627142857149,15.0,99367.10414285708
2023-01-09 11:20:00,2023-01-09 11:40:00,ORB_SHORT,SHORT,14329.762714285715,14259.975,11,495.8077142857131,0.4958077142857131,TP2,9.81728571428539,95.17271428571439,20.0,99862.91185714278
2023-01-10 09:50:00,2023-01-10 09:55:00,ORB_LONG,LONG,13162.070142857143,13214.170285714285,6,-5.337428571436533,-0.005337428571436533,TP1,0.0,134.67985714285714,5.0,99857.57442857134
2023-01-10 09:50:00,2023-01-10 10:00:00,ORB_LONG,LONG,13162.070142857143,13222.526285714284,6,18.703714285705473,0.018703714285705473,TRAILING_STOP,0.0,185.48985714285664,10.0,99876.27814285705
2023-01-10 10:15:00,2023-01-10 10:55:00,ORB_LONG,LONG,13352.524000000001,13170.882142857143,7,-1611.8030000000085,-1.6118030000000085,STOP_LOSS,164.4940000000006,0.0,40.0,98264.47514285703
2023-01-11 09:50:00,2023-01-11 10:25:00,ORB_LONG,LONG,13011.399571428572,13083.527285714286,6,276.6839999999989,0.2766839999999989,TP1,26.05957142857187,90.21042857142857,35.0,98541.15914285702
2023-01-11 09:50:00,2023-01-11 10:55:00,ORB_LONG,LONG,13011.399571428572,13149.022428571428,6,688.6834285714231,0.6886834285714231,TP2,26.05957142857187,146.5504285714287,65.0,99229.84257142845
2023-01-11 10:55:00,2023-01-11 11:00:00,ORB_LONG,LONG,13138.021142857144,13178.76007142857,10,163.5935714285549,0.1635935714285549,TP1,0.0,58.408857142856505,5.0,99393.43614285701
2023-01-11 10:55:00,2023-01-11 11:10:00,ORB_LONG,LONG,13138.021142857144,13219.012142857144,10,579.824285714283,0.5798242857142829,TP2,0.0,100.85885714285541,15.0,99973.26042857129
2023-01-11 11:15:00,2023-01-11 11:25:00,ORB_LONG,LONG,13243.357071428572,13277.626500000002,11,86.80100000001042,0.08680100000001043,TP1,32.39707142857333,47.37292857142711,10.0,100060.0614285713
2023-01-11 11:15:00,2023-01-11 12:10:00,ORB_LONG,LONG,13243.357071428572,13315.858071428573,11,556.0657142857167,0.5560657142857167,TP2,32.39707142857333,82.54292857142718,55.0,100616.12714285702
2023-01-12 10:00:00,2023-01-12 10:35:00,ORB_LONG,LONG,14741.679214285716,14815.193785714288,5,205.18357142857218,0.2051835714285722,TP1,5.77921428571608,109.00078571428458,35.0,100821.31071428559
2023-01-12 10:00:00,2023-01-12 10:55:00,ORB_LONG,LONG,14741.679214285716,14886.277714285716,6,695.1492857142846,0.6951492857142846,TP2,5.77921428571608,157.5807857142845,55.0,101516.45999999988
2023-01-12 10:55:00,2023-01-12 11:35:00,ORB_LONG,LONG,14884.440142857142,14938.386571428571,8,239.58285714286177,0.23958285714286176,TP1,15.770142857141764,89.29985714285795,40.0,101756.04285714273
2023-01-12 10:55:00,2023-01-12 11:45:00,ORB_LONG,LONG,14884.440142857142,14988.094000000001,8,629.192000000015,0.6291920000000151,TP2,15.770142857141764,114.63985714285809,50.0,102385.23485714274
2023-01-13 10:40:00,2023-01-13 11:20:00,ORB_LONG,LONG,16311.6995,16251.611428571428,23,-1851.4885000000186,-1.8514885000000185,STOP_LOSS,60.34950000000026,6.5604999999995925,40.0,100533.74635714272
2023-01-16 10:55:00,2023-01-16 12:15:00,ORB_SHORT,SHORT,16476.41014285714,16434.980999999996,10,238.22285714287761,0.2382228571428776,TP1,27.1998571428594,48.070142857141036,80.0,100771.9692142856
2023-01-16 10:55:00,2023-01-16 12:35:00,ORB_SHORT,SHORT,16476.41014285714,16466.333428571426,11,-62.729857142851216,-0.06272985714285122,STOP_LOSS,27.1998571428594,48.070142857141036,100.0,100709.23935714274
2023-01-17 10:00:00,2023-01-17 11:05:00,ORB_LONG,LONG,16699.871714285713,16790.339285714286,5,334.0978571428667,0.3340978571428667,TP1,40.60171428571266,111.01828571428632,65.0,101043.33721428561
2023-01-17 10:00:00,2023-01-17 11:30:00,ORB_LONG,LONG,16699.871714285713,16868.29921428571,5,705.6082142857061,0.7056082142857061,TP2,40.60171428571266,209.92828571428618,90.0,101748.94542857131
2023-01-17 11:30:00,2023-01-17 11:35:00,ORB_LONG,LONG,16862.94292857143,16867.94692857143,19,-470.7521428571207,-0.47075214285712075,TRAILING_STOP,0.0,86.39707142857151,5.0,101278.1932857142
2023-01-17 11:35:00,2023-01-17 11:45:00,ORB_LONG,LONG,16919.590214285716,16961.00864285714,9,91.8051428571163,0.0918051428571163,TP1,0.0,80.1997857142851,10.0,101369.99842857131
2023-01-17 11:35:00,2023-01-17 12:10:00,ORB_LONG,LONG,16919.590214285716,17007.003571428573,9,530.6573571428636,0.5306573571428636,TP2,0.0,103.15978571428423,35.0,101900.65578571417
2023-01-18 10:00:00,2023-01-18 14:40:00,ORB_SHORT,SHORT,18291.326857142856,18395.16414285714,12,-1466.3554285713894,-1.4663554285713893,STOP_LOSS,105.45314285714267,31.58685714285457,280.0,100434.30035714278
2023-01-19 09:45:00,2023-01-19 10:10:00,ORB_LONG,LONG,18708.20635714286,18772.566857142858,6,151.8167142857046,0.1518167142857046,TP1,41.8863571428592,90.97364285714139,25.0,100586.11707142848
2023-01-19 09:45:00,2023-01-19 10:35:00,ORB_LONG,LONG,18708.20635714286,18841.680642857147,6,611.5791428571575,0.6115791428571575,TP2,41.8863571428592,154.21364285713935,50.0,101197.69621428564
2023-01-19 10:40:00,2023-01-19 10:50:00,ORB_LONG,LONG,18871.66735714286,18924.86614285714,7,163.6914999999677,0.1636914999999677,TP1,0.0,78.82264285714336,10.0,101361.3877142856
2023-01-19 10:40:00,2023-01-19 11:00:00,ORB_LONG,LONG,18871.66735714286,18977.904642857142,8,610.5782857142684,0.6105782857142684,TP2,0.0,127.32264285714336,20.0,101971.96599999987
